source,target,round,type
13,142,0,exemplar
146,142,0,peer
11,191,0,exemplar
136,191,0,peer
46,191,0,print
174,122,0,exemplar
69,122,0,peer
39,122,0,print
38,86,0,exemplar
161,86,0,peer
140,105,0,exemplar
99,105,0,peer
44,4,0,exemplar
100,4,0,peer
197,174,0,exemplar
165,174,0,peer
162,174,0,print
39,11,0,exemplar
114,11,0,peer
13,56,1,exemplar
72,56,1,peer
105,16,1,exemplar
134,16,1,peer
30,79,1,exemplar
30,79,1,peer
56,13,1,exemplar
99,13,1,peer
161,179,1,exemplar
125,179,1,peer
127,189,1,exemplar
143,189,1,peer
156,164,1,exemplar
153,164,1,peer
105,127,1,exemplar
150,127,1,peer
105,182,2,exemplar
88,182,2,peer
127,105,2,exemplar
23,105,2,peer
164,156,2,exemplar
188,156,2,peer
66,83,2,exemplar
144,83,2,peer
4,58,2,exemplar
21,58,2,peer
58,86,2,exemplar
161,86,2,peer
127,86,2,print
79,69,2,exemplar
30,69,2,peer
44,4,2,exemplar
181,4,2,peer
156,197,3,exemplar
165,197,3,peer
4,129,3,exemplar
4,129,3,peer
105,49,3,exemplar
46,49,3,peer
56,48,3,exemplar
35,48,3,peer
69,192,3,exemplar
45,192,3,peer
4,140,3,exemplar
181,140,3,peer
149,194,3,exemplar
110,194,3,peer
11,34,3,exemplar
10,34,3,peer
197,174,4,exemplar
164,174,4,peer
140,180,4,exemplar
140,180,4,peer
18,180,4,print
86,17,4,exemplar
143,17,4,peer
4,140,4,exemplar
147,140,4,peer
4,1,4,exemplar
129,1,4,peer
11,18,4,exemplar
137,18,4,peer
87,70,4,exemplar
132,70,4,peer
42,112,4,exemplar
97,112,4,peer
105,49,5,exemplar
51,49,5,peer
105,117,5,exemplar
75,117,5,peer
69,198,5,exemplar
126,198,5,peer
129,185,5,exemplar
20,185,5,peer
18,86,5,exemplar
58,86,5,peer
140,147,5,exemplar
76,147,5,peer
194,74,5,exemplar
40,74,5,peer
140,33,5,exemplar
151,33,5,peer
164,162,6,exemplar
0,162,6,peer
140,147,6,exemplar
80,147,6,peer
4,129,6,exemplar
4,129,6,peer
179,129,6,print
129,142,6,exemplar
129,142,6,peer
100,142,6,print
194,120,6,exemplar
194,120,6,peer
140,9,6,exemplar
24,9,6,peer
33,72,6,exemplar
33,72,6,peer
112,102,6,exemplar
20,102,6,peer
156,128,7,exemplar
105,128,7,peer
129,15,7,exemplar
155,15,7,peer
86,17,7,exemplar
86,17,7,peer
69,192,7,exemplar
30,192,7,peer
4,192,7,print
129,103,7,exemplar
100,103,7,peer
140,57,7,exemplar
66,57,7,peer
143,57,7,print
33,72,7,exemplar
113,72,7,peer
197,174,7,exemplar
46,174,7,peer
68,174,7,print
156,157,8,exemplar
156,157,8,peer
4,140,8,exemplar
9,140,8,peer
86,173,8,exemplar
86,173,8,peer
86,173,8,print
120,74,8,exemplar
41,74,8,peer
86,17,8,exemplar
8,17,8,peer
129,189,8,exemplar
127,189,8,peer
79,78,8,exemplar
73,78,8,peer
82,78,8,print
57,83,8,exemplar
52,83,8,peer
156,184,9,exemplar
26,184,9,peer
83,154,9,exemplar
110,154,9,peer
105,60,9,exemplar
75,60,9,peer
57,190,9,exemplar
54,190,9,peer
175,76,9,exemplar
52,76,9,peer
200,76,9,print
129,142,9,exemplar
39,142,9,peer
17,142,9,print
69,192,9,exemplar
173,192,9,peer
140,127,9,exemplar
22,127,9,peer
69,93,10,exemplar
134,93,10,peer
83,154,10,exemplar
126,154,10,peer
48,14,10,exemplar
26,14,10,peer
105,117,10,exemplar
75,117,10,peer
18,11,10,exemplar
2,11,10,peer
11,199,10,exemplar
135,199,10,peer
76,78,10,exemplar
30,78,10,peer
140,180,10,exemplar
129,180,10,peer
33,157,11,exemplar
168,157,11,peer
156,196,11,exemplar
101,196,11,peer
140,4,11,exemplar
140,4,11,peer
105,88,11,exemplar
168,88,11,peer
48,166,11,exemplar
130,166,11,peer
18,11,11,exemplar
130,11,11,peer
147,200,11,exemplar
41,200,11,peer
11,33,11,exemplar
153,33,11,peer
138,33,11,print
78,198,12,exemplar
93,198,12,peer
103,102,12,exemplar
42,102,12,peer
11,3,12,exemplar
19,3,12,peer
184,156,12,exemplar
0,156,12,peer
94,156,12,print
154,83,12,exemplar
64,83,12,peer
189,96,12,exemplar
55,96,12,peer
140,4,12,exemplar
147,4,12,peer
128,130,12,exemplar
101,130,12,peer
140,24,13,exemplar
54,24,13,peer
129,15,13,exemplar
44,15,13,peer
76,130,13,exemplar
128,130,13,peer
147,42,13,exemplar
41,42,13,peer
4,140,13,exemplar
181,140,13,peer
130,166,13,exemplar
128,166,13,peer
200,76,13,exemplar
75,76,13,peer
105,49,13,exemplar
105,49,13,peer
130,162,14,exemplar
151,162,14,peer
157,162,14,print
156,27,14,exemplar
33,27,14,peer
49,16,14,exemplar
49,16,14,peer
192,91,14,exemplar
31,91,14,peer
76,110,14,exemplar
76,110,14,peer
13,110,14,print
49,90,14,exemplar
124,90,14,peer
154,119,14,exemplar
66,119,14,peer
103,102,14,exemplar
112,102,14,peer
102,96,15,exemplar
112,96,15,peer
57,190,15,exemplar
70,190,15,peer
127,23,15,exemplar
10,23,15,peer
147,139,15,exemplar
6,139,15,peer
154,83,15,exemplar
137,83,15,peer
140,127,15,exemplar
119,127,15,peer
122,98,15,exemplar
170,98,15,peer
86,173,15,exemplar
38,173,15,peer
4,40,16,exemplar
20,40,16,peer
156,184,16,exemplar
101,184,16,peer
83,21,16,exemplar
44,21,16,peer
16,49,16,exemplar
131,49,16,peer
130,95,16,exemplar
39,95,16,peer
105,60,16,exemplar
87,60,16,peer
140,106,16,exemplar
133,106,16,peer
140,180,16,exemplar
129,180,16,peer
96,102,17,exemplar
42,102,17,peer
129,185,17,exemplar
143,185,17,peer
76,110,17,exemplar
66,110,17,peer
140,180,17,exemplar
100,180,17,peer
156,187,17,exemplar
153,187,17,peer
122,187,17,print
74,120,17,exemplar
109,120,17,peer
86,118,17,exemplar
174,118,17,peer
140,17,17,exemplar
141,17,17,peer
16,183,18,exemplar
16,183,18,peer
76,110,18,exemplar
112,110,18,peer
156,47,18,exemplar
108,47,18,peer
83,21,18,exemplar
143,21,18,peer
110,194,18,exemplar
106,194,18,peer
110,198,18,exemplar
126,198,18,peer
184,14,18,exemplar
128,14,18,peer
4,40,18,exemplar
54,40,18,peer
173,192,19,exemplar
124,192,19,peer
49,134,19,exemplar
131,134,19,peer
140,17,19,exemplar
143,17,19,peer
140,180,19,exemplar
59,180,19,peer
140,147,19,exemplar
110,147,19,peer
14,166,19,exemplar
155,166,19,peer
21,98,19,exemplar
42,98,19,peer
40,15,19,exemplar
24,15,19,peer
106,15,19,print
