source,target,round,type
143,119,0,exemplar
155,119,0,peer
6,143,0,exemplar
133,143,0,peer
42,40,0,exemplar
54,40,0,peer
139,42,0,exemplar
112,42,0,peer
119,59,0,exemplar
82,59,0,peer
139,6,0,exemplar
147,6,0,peer
87,75,0,exemplar
87,75,0,peer
75,87,0,exemplar
175,87,0,peer
42,40,1,exemplar
42,40,1,peer
40,155,1,exemplar
100,155,1,peer
40,54,1,exemplar
143,54,1,peer
66,110,1,exemplar
113,110,1,peer
110,71,1,exemplar
41,71,1,peer
71,38,1,exemplar
30,38,1,peer
40,66,1,exemplar
40,66,1,peer
155,154,1,exemplar
66,154,1,peer
155,143,2,exemplar
6,143,2,peer
143,71,2,exemplar
57,71,2,peer
40,42,2,exemplar
41,42,2,peer
143,113,2,exemplar
143,113,2,peer
40,130,2,exemplar
128,130,2,peer
156,128,2,exemplar
161,128,2,peer
143,22,2,exemplar
21,22,2,peer
42,43,2,exemplar
54,43,2,peer
42,139,3,exemplar
115,139,3,peer
40,54,3,exemplar
140,54,3,peer
156,128,3,exemplar
127,128,3,peer
143,22,3,exemplar
10,22,3,peer
40,66,3,exemplar
82,66,3,peer
66,137,3,exemplar
175,137,3,peer
54,99,3,exemplar
97,99,3,peer
143,100,3,exemplar
181,100,3,peer
100,129,4,exemplar
44,129,4,peer
128,156,4,exemplar
172,156,4,peer
40,54,4,exemplar
6,54,4,peer
156,128,4,exemplar
105,128,4,peer
129,22,4,exemplar
48,22,4,peer
40,66,4,exemplar
126,66,4,peer
30,186,4,exemplar
158,186,4,peer
129,100,4,exemplar
76,100,4,peer
30,186,5,exemplar
164,186,5,peer
42,139,5,exemplar
6,139,5,peer
128,156,5,exemplar
164,156,5,peer
156,128,5,exemplar
119,128,5,peer
143,22,5,exemplar
24,22,5,peer
100,143,5,exemplar
133,143,5,peer
71,30,5,exemplar
31,30,5,peer
143,100,5,exemplar
99,100,5,peer
42,139,6,exemplar
6,139,6,peer
128,156,6,exemplar
164,156,6,peer
156,128,6,exemplar
137,128,6,peer
40,54,6,exemplar
143,54,6,peer
71,30,6,exemplar
178,30,6,peer
40,66,6,exemplar
41,66,6,peer
54,40,6,exemplar
181,40,6,peer
54,155,6,exemplar
154,155,6,peer
30,186,7,exemplar
65,186,7,peer
42,139,7,exemplar
6,139,7,peer
156,128,7,exemplar
152,128,7,peer
71,30,7,exemplar
79,30,7,peer
143,22,7,exemplar
24,22,7,peer
100,129,7,exemplar
9,129,7,peer
100,143,7,exemplar
110,143,7,peer
143,100,7,exemplar
40,100,7,peer
30,186,8,exemplar
85,186,8,peer
155,139,8,exemplar
3,139,8,peer
156,128,8,exemplar
130,128,8,peer
128,156,8,exemplar
187,156,8,peer
143,54,8,exemplar
155,54,8,peer
143,100,8,exemplar
143,100,8,peer
143,66,8,exemplar
137,66,8,peer
54,155,8,exemplar
40,155,8,peer
155,139,9,exemplar
3,139,9,peer
156,128,9,exemplar
130,128,9,peer
155,54,9,exemplar
6,54,9,peer
71,30,9,exemplar
71,30,9,peer
129,100,9,exemplar
112,100,9,peer
100,129,9,exemplar
44,129,9,peer
54,155,9,exemplar
44,155,9,peer
54,40,9,exemplar
181,40,9,peer
155,139,10,exemplar
137,139,10,peer
30,186,10,exemplar
144,186,10,peer
128,156,10,exemplar
196,156,10,peer
155,54,10,exemplar
57,54,10,peer
129,100,10,exemplar
53,100,10,peer
129,22,10,exemplar
143,22,10,peer
66,71,10,exemplar
143,71,10,peer
54,99,10,exemplar
155,99,10,peer
128,156,11,exemplar
172,156,11,peer
155,139,11,exemplar
113,139,11,peer
21,139,11,print
30,186,11,exemplar
88,186,11,peer
129,100,11,exemplar
76,100,11,peer
71,30,11,exemplar
178,30,11,peer
100,129,11,exemplar
138,129,11,peer
40,211,11,exemplar
140,211,11,peer
40,66,11,exemplar
119,66,11,peer
128,156,12,exemplar
0,156,12,peer
155,139,12,exemplar
113,139,12,peer
129,100,12,exemplar
133,100,12,peer
40,54,12,exemplar
21,54,12,peer
71,30,12,exemplar
159,30,12,peer
100,129,12,exemplar
1,129,12,peer
40,66,12,exemplar
143,66,12,peer
100,40,12,exemplar
54,40,12,peer
128,156,13,exemplar
172,156,13,peer
155,139,13,exemplar
39,139,13,peer
30,186,13,exemplar
117,186,13,peer
129,100,13,exemplar
181,100,13,peer
40,54,13,exemplar
53,54,13,peer
71,30,13,exemplar
50,30,13,peer
156,128,13,exemplar
105,128,13,peer
129,22,13,exemplar
114,22,13,peer
128,156,14,exemplar
196,156,14,peer
155,139,14,exemplar
113,139,14,peer
30,186,14,exemplar
89,186,14,peer
129,100,14,exemplar
57,100,14,peer
40,54,14,exemplar
42,54,14,peer
71,30,14,exemplar
71,30,14,peer
156,128,14,exemplar
105,128,14,peer
40,211,14,exemplar
52,211,14,peer
128,156,15,exemplar
187,156,15,peer
30,186,15,exemplar
159,186,15,peer
129,100,15,exemplar
40,100,15,peer
40,54,15,exemplar
43,54,15,peer
71,30,15,exemplar
31,30,15,peer
100,40,15,exemplar
54,40,15,peer
100,155,15,exemplar
113,155,15,peer
100,143,15,exemplar
100,143,15,peer
128,156,16,exemplar
101,156,16,peer
155,139,16,exemplar
155,139,16,peer
30,186,16,exemplar
65,186,16,peer
129,100,16,exemplar
133,100,16,peer
40,54,16,exemplar
119,54,16,peer
71,30,16,exemplar
192,30,16,peer
156,128,16,exemplar
82,128,16,peer
100,129,16,exemplar
180,129,16,peer
128,156,17,exemplar
153,156,17,peer
50,156,17,print
155,139,17,exemplar
39,139,17,peer
30,186,17,exemplar
111,186,17,peer
129,100,17,exemplar
76,100,17,peer
40,54,17,exemplar
155,54,17,peer
71,30,17,exemplar
178,30,17,peer
156,128,17,exemplar
0,128,17,peer
100,129,17,exemplar
180,129,17,peer
155,139,18,exemplar
137,139,18,peer
30,186,18,exemplar
88,186,18,peer
