source,target,round,type
143,121,0,exemplar
106,121,0,peer
148,192,0,exemplar
148,192,0,peer
47,192,0,print
37,87,0,exemplar
76,87,0,peer
40,87,0,print
88,61,0,exemplar
167,61,0,peer
87,37,0,exemplar
52,37,0,peer
155,143,0,exemplar
113,143,0,peer
197,174,0,exemplar
165,174,0,peer
162,174,0,print
39,11,0,exemplar
114,11,0,peer
112,79,1,exemplar
111,79,1,peer
57,190,1,exemplar
5,190,1,peer
121,17,1,exemplar
29,17,1,peer
190,57,1,exemplar
143,57,1,peer
87,37,1,exemplar
147,37,1,peer
143,112,1,exemplar
97,112,1,peer
61,161,1,exemplar
151,161,1,peer
137,127,1,exemplar
150,127,1,peer
45,31,2,exemplar
45,31,2,peer
174,163,2,exemplar
178,163,2,peer
33,163,2,print
83,77,2,exemplar
43,77,2,peer
57,83,2,exemplar
200,83,2,peer
87,93,2,exemplar
90,93,2,peer
11,136,2,exemplar
34,136,2,peer
143,44,2,exemplar
143,44,2,peer
139,43,2,exemplar
2,43,2,peer
44,4,3,exemplar
140,4,3,peer
20,32,3,exemplar
64,32,3,peer
87,93,3,exemplar
69,93,3,peer
43,139,3,exemplar
42,139,3,peer
139,189,3,exemplar
42,189,3,peer
44,20,3,exemplar
42,20,3,peer
4,62,3,exemplar
137,62,3,peer
83,117,3,exemplar
126,117,3,peer
87,63,4,exemplar
52,63,4,peer
87,204,4,exemplar
200,204,4,peer
61,50,4,exemplar
161,50,4,peer
113,50,4,print
32,178,4,exemplar
108,178,4,peer
44,126,4,exemplar
149,126,4,peer
87,93,4,exemplar
124,93,4,peer
4,138,4,exemplar
147,138,4,peer
143,130,4,exemplar
40,130,4,peer
87,52,5,exemplar
67,52,5,peer
63,120,5,exemplar
109,120,5,peer
44,20,5,exemplar
57,20,5,peer
127,23,5,exemplar
10,23,5,peer
156,47,5,exemplar
22,47,5,peer
87,171,5,exemplar
87,171,5,peer
192,193,5,exemplar
22,193,5,peer
87,63,5,exemplar
175,63,5,peer
4,138,6,exemplar
147,138,6,peer
114,18,6,exemplar
21,18,6,peer
18,114,6,exemplar
119,114,6,peer
93,69,6,exemplar
93,69,6,peer
143,59,6,exemplar
5,59,6,peer
20,8,6,exemplar
40,8,6,peer
186,159,6,exemplar
79,159,6,peer
127,150,6,exemplar
66,150,6,peer
87,150,6,print
11,199,7,exemplar
3,199,7,peer
87,171,7,exemplar
134,171,7,peer
20,185,7,exemplar
129,185,7,peer
83,77,7,exemplar
41,77,7,peer
139,189,7,exemplar
127,189,7,peer
44,20,7,exemplar
15,20,7,peer
87,78,7,exemplar
38,78,7,peer
112,99,7,exemplar
65,99,7,peer
99,94,8,exemplar
48,94,8,peer
77,186,8,exemplar
158,186,8,peer
140,121,8,exemplar
114,121,8,peer
121,118,8,exemplar
86,118,8,peer
156,152,8,exemplar
162,152,8,peer
184,152,8,print
77,111,8,exemplar
83,111,8,peer
121,208,8,exemplar
121,208,8,peer
140,106,8,exemplar
105,106,8,peer
156,152,9,exemplar
172,152,9,peer
152,174,9,exemplar
48,174,9,peer
11,199,9,exemplar
39,199,9,peer
127,150,9,exemplar
110,150,9,peer
156,168,9,exemplar
130,168,9,peer
185,138,9,exemplar
181,138,9,peer
138,185,9,exemplar
143,185,9,peer
77,30,9,exemplar
16,30,9,peer
138,185,10,exemplar
40,185,10,peer
191,136,10,exemplar
39,136,10,peer
112,95,10,exemplar
110,95,10,peer
139,19,10,exemplar
145,19,10,peer
20,44,10,exemplar
6,44,10,peer
63,87,10,exemplar
132,87,10,peer
18,87,10,print
174,47,10,exemplar
196,47,10,peer
139,116,10,exemplar
19,116,10,peer
20,103,11,exemplar
100,103,11,peer
190,203,11,exemplar
190,203,11,peer
140,105,11,exemplar
57,105,11,peer
185,35,11,exemplar
22,35,11,peer
42,35,11,print
186,160,11,exemplar
128,160,11,peer
156,152,11,exemplar
167,152,11,peer
63,64,11,exemplar
57,64,11,peer
156,153,11,exemplar
145,153,11,peer
139,153,11,print
37,144,12,exemplar
2,144,12,peer
138,185,12,exemplar
9,185,12,peer
153,56,12,exemplar
65,56,12,peer
211,213,12,exemplar
202,213,12,peer
156,153,12,exemplar
156,153,12,peer
93,176,12,exemplar
78,176,12,peer
152,128,12,exemplar
168,128,12,peer
78,128,12,print
191,136,12,exemplar
58,136,12,peer
139,3,13,exemplar
12,3,13,peer
87,63,13,exemplar
132,63,13,peer
199,11,13,exemplar
34,11,13,peer
87,171,13,exemplar
87,171,13,peer
44,38,13,exemplar
78,38,13,peer
50,51,13,exemplar
88,51,13,peer
11,136,13,exemplar
191,136,13,peer
139,201,13,exemplar
139,201,13,peer
152,157,14,exemplar
48,157,14,peer
211,213,14,exemplar
211,213,14,peer
44,200,14,exemplar
203,200,14,peer
153,108,14,exemplar
128,108,14,peer
130,108,14,print
186,160,14,exemplar
187,160,14,peer
20,32,14,exemplar
140,32,14,peer
186,159,14,exemplar
111,159,14,peer
36,159,14,print
29,141,14,exemplar
155,141,14,peer
87,63,15,exemplar
190,63,15,peer
152,0,15,exemplar
184,0,15,peer
213,202,15,exemplar
66,202,15,peer
194,106,15,exemplar
194,106,15,peer
20,9,15,exemplar
24,9,15,peer
185,35,15,exemplar
24,35,15,peer
138,4,15,exemplar
8,4,15,peer
63,87,15,exemplar
76,87,15,peer
153,152,16,exemplar
0,152,16,peer
174,125,16,exemplar
148,125,16,peer
152,172,16,exemplar
168,172,16,peer
50,49,16,exemplar
31,49,16,peer
139,115,16,exemplar
75,115,16,peer
44,20,16,exemplar
21,20,16,peer
159,117,16,exemplar
60,117,16,peer
125,117,16,print
139,3,16,exemplar
12,3,16,peer
153,152,17,exemplar
156,152,17,peer
185,130,17,exemplar
0,130,17,peer
127,59,17,exemplar
8,59,17,peer
195,196,17,exemplar
145,196,17,peer
213,198,17,exemplar
78,198,17,peer
174,163,17,exemplar
0,163,17,peer
23,127,17,exemplar
137,127,17,peer
152,157,17,exemplar
181,157,17,peer
136,19,18,exemplar
191,19,18,peer
44,143,18,exemplar
194,143,18,peer
202,143,18,print
153,61,18,exemplar
50,61,18,peer
171,29,18,exemplar
58,29,18,peer
87,63,18,exemplar
80,63,18,peer
117,30,18,exemplar
178,30,18,peer
20,9,18,exemplar
1,9,18,peer
63,215,18,exemplar
211,215,18,peer
117,126,19,exemplar
137,126,19,peer
160,187,19,exemplar
160,187,19,peer
29,179,19,exemplar
193,179,19,peer
29,140,19,exemplar
29,140,19,peer
77,73,19,exemplar
77,73,19,peer
44,143,19,exemplar
137,143,19,peer
87,92,19,exemplar
66,92,19,peer
117,159,19,exemplar
164,159,19,peer
