source,target,round,type
119,137,0,exemplar
8,137,0,peer
40,54,0,exemplar
97,54,0,peer
137,119,0,exemplar
82,119,0,peer
42,40,0,exemplar
44,40,0,peer
40,42,0,exemplar
6,42,0,peer
140,105,0,exemplar
16,105,0,peer
137,6,0,exemplar
44,6,0,peer
137,75,0,exemplar
52,75,0,peer
40,54,1,exemplar
44,54,1,peer
54,119,1,exemplar
59,119,1,peer
54,40,1,exemplar
57,40,1,peer
54,155,1,exemplar
154,155,1,peer
54,140,1,exemplar
9,140,1,peer
119,95,1,exemplar
143,95,1,peer
75,71,1,exemplar
57,71,1,peer
71,38,1,exemplar
35,38,1,peer
75,71,2,exemplar
41,71,2,peer
71,38,2,exemplar
22,38,2,peer
119,6,2,exemplar
119,6,2,peer
6,44,2,exemplar
137,44,2,peer
119,126,2,exemplar
137,126,2,peer
119,82,2,exemplar
57,82,2,peer
38,22,2,exemplar
141,22,2,peer
54,43,2,exemplar
119,43,2,peer
119,54,3,exemplar
43,54,3,peer
54,119,3,exemplar
57,119,3,peer
44,71,3,exemplar
75,71,3,peer
71,38,3,exemplar
114,38,3,peer
119,6,3,exemplar
139,6,3,peer
119,137,3,exemplar
119,137,3,peer
6,44,3,exemplar
140,44,3,peer
119,95,3,exemplar
115,95,3,peer
44,71,4,exemplar
81,71,4,peer
119,137,4,exemplar
66,137,4,peer
6,44,4,exemplar
20,44,4,peer
44,140,4,exemplar
181,140,4,peer
137,126,4,exemplar
89,126,4,peer
54,42,4,exemplar
41,42,4,peer
38,22,4,exemplar
127,22,4,peer
71,105,4,exemplar
99,105,4,peer
137,71,5,exemplar
137,71,5,peer
119,137,5,exemplar
175,137,5,peer
119,54,5,exemplar
20,54,5,peer
137,119,5,exemplar
6,119,5,peer
71,38,5,exemplar
18,38,5,peer
119,95,5,exemplar
82,95,5,peer
44,39,5,exemplar
185,39,5,peer
137,154,5,exemplar
115,154,5,peer
44,71,6,exemplar
80,71,6,peer
119,54,6,exemplar
21,54,6,peer
54,119,6,exemplar
43,119,6,peer
54,44,6,exemplar
54,44,6,peer
119,95,6,exemplar
66,95,6,peer
119,6,6,exemplar
42,6,6,peer
172,156,6,exemplar
101,156,6,peer
54,42,6,exemplar
139,42,6,peer
44,71,7,exemplar
75,71,7,peer
137,119,7,exemplar
66,119,7,peer
119,137,7,exemplar
119,137,7,peer
119,44,7,exemplar
140,44,7,peer
119,95,7,exemplar
12,95,7,peer
71,38,7,exemplar
82,38,7,peer
119,6,7,exemplar
21,6,7,peer
44,140,7,exemplar
54,140,7,peer
44,71,8,exemplar
155,71,8,peer
6,119,8,exemplar
44,119,8,peer
119,95,8,exemplar
113,95,8,peer
71,38,8,exemplar
22,38,8,peer
119,6,8,exemplar
42,6,8,peer
44,140,8,exemplar
9,140,8,peer
38,22,8,exemplar
24,22,8,peer
119,155,8,exemplar
137,155,8,peer
44,71,9,exemplar
57,71,9,peer
6,119,9,exemplar
110,119,9,peer
44,140,9,exemplar
9,140,9,peer
119,155,9,exemplar
42,155,9,peer
119,126,9,exemplar
119,126,9,peer
71,82,9,exemplar
6,82,9,peer
119,154,9,exemplar
110,154,9,peer
137,2,9,exemplar
44,2,9,peer
44,71,10,exemplar
41,71,10,peer
6,119,10,exemplar
43,119,10,peer
57,119,10,print
119,6,10,exemplar
44,6,10,peer
44,140,10,exemplar
62,140,10,peer
119,42,10,exemplar
147,42,10,peer
38,22,10,exemplar
127,22,10,peer
71,105,10,exemplar
181,105,10,peer
137,2,10,exemplar
100,2,10,peer
44,71,11,exemplar
44,71,11,peer
6,119,11,exemplar
6,119,11,peer
119,6,11,exemplar
155,6,11,peer
119,137,11,exemplar
59,137,11,peer
119,54,11,exemplar
40,54,11,peer
119,44,11,exemplar
140,44,11,peer
172,156,11,exemplar
145,156,11,peer
119,155,11,exemplar
59,155,11,peer
44,71,12,exemplar
75,71,12,peer
6,119,12,exemplar
21,119,12,peer
119,6,12,exemplar
8,6,12,peer
44,140,12,exemplar
181,140,12,peer
119,44,12,exemplar
155,44,12,peer
119,95,12,exemplar
112,95,12,peer
71,38,12,exemplar
113,38,12,peer
172,156,12,exemplar
101,156,12,peer
44,71,13,exemplar
63,71,13,peer
6,119,13,exemplar
137,119,13,peer
119,6,13,exemplar
2,6,13,peer
44,140,13,exemplar
62,140,13,peer
119,44,13,exemplar
40,44,13,peer
119,95,13,exemplar
119,95,13,peer
71,38,13,exemplar
148,38,13,peer
119,54,13,exemplar
53,54,13,peer
44,71,14,exemplar
44,71,14,peer
6,119,14,exemplar
53,119,14,peer
119,44,14,exemplar
40,44,14,peer
119,95,14,exemplar
12,95,14,peer
71,38,14,exemplar
29,38,14,peer
38,22,14,exemplar
129,22,14,peer
119,126,14,exemplar
119,126,14,peer
71,105,14,exemplar
23,105,14,peer
44,71,15,exemplar
132,71,15,peer
119,6,15,exemplar
139,6,15,peer
119,44,15,exemplar
40,44,15,peer
119,95,15,exemplar
130,95,15,peer
71,38,15,exemplar
29,38,15,peer
44,140,15,exemplar
127,140,15,peer
119,54,15,exemplar
53,54,15,peer
119,137,15,exemplar
127,137,15,peer
44,71,16,exemplar
155,71,16,peer
6,119,16,exemplar
155,119,16,peer
119,6,16,exemplar
11,6,16,peer
17,6,16,print
119,44,16,exemplar
8,44,16,peer
119,95,16,exemplar
110,95,16,peer
71,38,16,exemplar
71,38,16,peer
44,140,16,exemplar
57,140,16,peer
119,54,16,exemplar
40,54,16,peer
44,71,17,exemplar
132,71,17,peer
119,6,17,exemplar
139,6,17,peer
119,44,17,exemplar
21,44,17,peer
119,95,17,exemplar
40,95,17,peer
71,38,17,exemplar
31,38,17,peer
119,137,17,exemplar
59,137,17,peer
172,156,17,exemplar
151,156,17,peer
38,22,17,exemplar
23,22,17,peer
44,71,18,exemplar
155,71,18,peer
6,119,18,exemplar
143,119,18,peer
119,6,18,exemplar
147,6,18,peer
119,95,18,exemplar
39,95,18,peer
71,38,18,exemplar
148,38,18,peer
44,140,18,exemplar
155,140,18,peer
119,137,18,exemplar
150,137,18,peer
119,42,18,exemplar
112,42,18,peer
44,71,19,exemplar
75,71,19,peer
6,119,19,exemplar
43,119,19,peer
119,6,19,exemplar
147,6,19,peer
119,95,19,exemplar
2,95,19,peer
71,38,19,exemplar
82,38,19,peer
119,44,19,exemplar
147,44,19,peer
172,156,19,exemplar
151,156,19,peer
119,42,19,exemplar
64,42,19,peer
