source,target,round,type
119,137,0,exemplar
8,137,0,peer
147,137,0,print
40,54,0,exemplar
42,54,0,peer
137,119,0,exemplar
59,119,0,peer
147,119,0,print
42,40,0,exemplar
57,40,0,peer
84,40,0,print
40,42,0,exemplar
40,42,0,peer
44,42,0,print
140,105,0,exemplar
16,105,0,peer
39,105,0,print
137,6,0,exemplar
8,6,0,peer
137,75,0,exemplar
67,75,0,peer
91,122,0,exemplar
69,122,0,peer
156,157,0,exemplar
152,157,0,peer
159,157,0,print
193,28,0,exemplar
33,28,0,peer
136,191,0,exemplar
26,191,0,peer
191,191,0,print
13,142,0,exemplar
48,142,0,peer
75,142,0,print
148,91,0,exemplar
141,91,0,peer
26,25,0,exemplar
103,25,0,peer
105,36,0,exemplar
61,36,0,peer
119,54,1,exemplar
143,54,1,peer
184,54,1,print
54,119,1,exemplar
54,119,1,peer
54,155,1,exemplar
21,155,1,peer
71,38,1,exemplar
44,38,1,peer
75,71,1,exemplar
66,71,1,peer
15,71,1,print
119,128,1,exemplar
105,128,1,peer
54,64,1,exemplar
54,64,1,peer
119,53,1,exemplar
9,53,1,peer
38,28,1,exemplar
125,28,1,peer
26,25,1,exemplar
129,25,1,peer
105,36,1,exemplar
105,36,1,peer
69,36,1,print
176,124,1,exemplar
183,124,1,peer
124,198,1,exemplar
45,198,1,peer
124,176,1,exemplar
45,176,1,peer
88,158,1,exemplar
186,158,1,peer
161,179,1,exemplar
193,179,1,peer
73,179,1,print
155,54,2,exemplar
53,54,2,peer
54,155,2,exemplar
119,155,2,peer
54,42,2,exemplar
43,42,2,peer
127,105,2,exemplar
130,105,2,peer
162,105,2,print
54,6,2,exemplar
139,6,2,peer
155,113,2,exemplar
143,113,2,peer
182,113,2,print
119,126,2,exemplar
59,126,2,peer
105,127,2,exemplar
8,127,2,peer
26,25,2,exemplar
129,25,2,peer
105,36,2,exemplar
159,36,2,peer
136,191,2,exemplar
19,191,2,peer
38,142,2,exemplar
181,142,2,peer
6,17,2,exemplar
86,17,2,peer
88,158,2,exemplar
160,158,2,peer
161,179,2,exemplar
29,179,2,peer
119,98,2,exemplar
121,98,2,peer
42,54,3,exemplar
40,54,3,peer
54,119,3,exemplar
54,119,3,peer
54,42,3,exemplar
147,42,3,peer
125,42,3,print
128,105,3,exemplar
130,105,3,peer
155,71,3,exemplar
66,71,3,peer
73,71,3,print
119,126,3,exemplar
44,126,3,peer
105,128,3,exemplar
156,128,3,peer
54,53,3,exemplar
100,53,3,peer
105,36,3,exemplar
88,36,3,peer
38,28,3,exemplar
141,28,3,peer
98,122,3,exemplar
192,122,3,peer
119,98,3,exemplar
114,98,3,peer
17,7,3,exemplar
17,7,3,peer
126,198,3,exemplar
73,198,3,peer
179,192,3,exemplar
124,192,3,peer
191,135,3,exemplar
2,135,3,peer
182,135,3,print
42,54,4,exemplar
6,54,4,peer
54,42,4,exemplar
147,42,4,peer
54,155,4,exemplar
113,155,4,peer
71,155,4,print
119,126,4,exemplar
66,126,4,peer
105,128,4,exemplar
82,128,4,peer
105,127,4,exemplar
5,127,4,peer
61,127,4,print
54,64,4,exemplar
111,64,4,peer
70,64,4,print
54,112,4,exemplar
43,112,4,peer
17,28,4,exemplar
170,28,4,peer
176,28,4,print
98,122,4,exemplar
68,122,4,peer
99,122,4,print
26,25,4,exemplar
181,25,4,peer
38,142,4,exemplar
99,142,4,peer
28,17,4,exemplar
121,17,4,peer
192,179,4,exemplar
26,179,4,peer
108,179,4,print
124,176,4,exemplar
132,176,4,peer
128,131,4,exemplar
49,131,4,peer
42,54,5,exemplar
140,54,5,peer
54,119,5,exemplar
82,119,5,peer
119,126,5,exemplar
41,126,5,peer
127,105,5,exemplar
23,105,5,peer
128,156,5,exemplar
0,156,5,peer
155,71,5,exemplar
63,71,5,peer
105,127,5,exemplar
140,127,5,peer
54,6,5,exemplar
147,6,5,peer
17,28,5,exemplar
171,28,5,peer
105,36,5,exemplar
88,36,5,peer
38,142,5,exemplar
13,142,5,peer
135,191,5,exemplar
153,191,5,peer
64,191,5,print
126,198,5,exemplar
110,198,5,peer
124,176,5,exemplar
131,176,5,peer
176,124,5,exemplar
92,124,5,peer
188,124,5,print
42,54,6,exemplar
99,54,6,peer
54,119,6,exemplar
82,119,6,peer
119,126,6,exemplar
117,126,6,peer
54,42,6,exemplar
112,42,6,peer
89,42,6,print
128,105,6,exemplar
99,105,6,peer
128,156,6,exemplar
196,156,6,peer
155,71,6,exemplar
76,71,6,peer
105,128,6,exemplar
105,128,6,peer
80,128,6,print
38,142,6,exemplar
48,142,6,peer
98,122,6,exemplar
68,122,6,peer
28,17,6,exemplar
6,17,6,peer
119,98,6,exemplar
82,98,6,peer
156,157,6,exemplar
181,157,6,peer
17,7,6,exemplar
21,7,6,peer
88,158,6,exemplar
13,158,6,peer
42,54,7,exemplar
6,54,7,peer
119,126,7,exemplar
137,126,7,peer
128,105,7,exemplar
57,105,7,peer
155,71,7,exemplar
63,71,7,peer
105,128,7,exemplar
50,128,7,peer
54,6,7,exemplar
54,6,7,peer
119,137,7,exemplar
5,137,7,peer
54,99,7,exemplar
140,99,7,peer
73,99,7,print
38,142,7,exemplar
180,142,7,peer
105,36,7,exemplar
144,36,7,peer
26,25,7,exemplar
185,25,7,peer
28,17,7,exemplar
143,17,7,peer
119,98,7,exemplar
32,98,7,peer
135,191,7,exemplar
39,191,7,peer
54,191,7,print
17,7,7,exemplar
29,7,7,peer
176,124,7,exemplar
92,124,7,peer
58,124,7,print
119,54,8,exemplar
44,54,8,peer
119,126,8,exemplar
2,126,8,peer
54,119,8,exemplar
44,119,8,peer
192,119,8,print
155,71,8,exemplar
63,71,8,peer
128,156,8,exemplar
153,156,8,peer
54,6,8,exemplar
8,6,8,peer
105,127,8,exemplar
100,127,8,peer
177,127,8,print
119,113,8,exemplar
95,113,8,peer
113,142,8,exemplar
13,142,8,peer
105,36,8,exemplar
158,36,8,peer
26,25,8,exemplar
103,25,8,peer
156,157,8,exemplar
153,157,8,peer
126,198,8,exemplar
38,198,8,peer
192,179,8,exemplar
193,179,8,peer
179,192,8,exemplar
69,192,8,peer
119,54,9,exemplar
119,54,9,peer
119,126,9,exemplar
154,126,9,peer
54,119,9,exemplar
54,119,9,peer
126,119,9,print
71,105,9,exemplar
16,105,9,peer
128,156,9,exemplar
153,156,9,peer
119,137,9,exemplar
175,137,9,peer
54,64,9,exemplar
110,64,9,peer
71,75,9,exemplar
80,75,9,peer
26,25,9,exemplar
195,25,9,peer
17,28,9,exemplar
17,28,9,peer
28,17,9,exemplar
143,17,9,peer
135,191,9,exemplar
101,191,9,peer
156,157,9,exemplar
168,157,9,peer
126,198,9,exemplar
110,198,9,peer
192,179,9,exemplar
167,179,9,peer
176,179,9,print
119,54,10,exemplar
119,54,10,peer
25,54,10,print
119,126,10,exemplar
2,126,10,peer
54,126,10,print
54,119,10,exemplar
82,119,10,peer
71,105,10,exemplar
24,105,10,peer
137,71,10,exemplar
81,71,10,peer
54,42,10,exemplar
21,42,10,peer
105,127,10,exemplar
5,127,10,peer
119,137,10,exemplar
119,137,10,peer
113,142,10,exemplar
39,142,10,peer
26,25,10,exemplar
26,25,10,peer
105,36,10,exemplar
60,36,10,peer
28,17,10,exemplar
7,17,10,peer
95,17,10,print
135,191,10,exemplar
135,191,10,peer
98,122,10,exemplar
118,122,10,peer
191,122,10,print
156,157,10,exemplar
14,157,10,peer
126,198,10,exemplar
110,198,10,peer
71,198,10,print
119,54,11,exemplar
143,54,11,peer
25,54,11,print
119,126,11,exemplar
110,126,11,peer
54,119,11,exemplar
43,119,11,peer
137,71,11,exemplar
81,71,11,peer
71,71,11,print
54,42,11,exemplar
66,42,11,peer
54,6,11,exemplar
21,6,11,peer
119,113,11,exemplar
119,113,11,peer
71,75,11,exemplar
67,75,11,peer
113,142,11,exemplar
182,142,11,peer
189,142,11,print
26,25,11,exemplar
39,25,11,peer
156,25,11,print
17,28,11,exemplar
148,28,11,peer
135,191,11,exemplar
136,191,11,peer
187,191,11,print
156,157,11,exemplar
27,157,11,peer
126,198,11,exemplar
30,198,11,peer
119,98,11,exemplar
6,98,11,peer
198,124,11,exemplar
176,124,11,peer
137,124,11,print
119,126,12,exemplar
41,126,12,peer
54,119,12,exemplar
57,119,12,peer
137,71,12,exemplar
75,71,12,peer
71,105,12,exemplar
64,105,12,peer
54,42,12,exemplar
147,42,12,peer
54,6,12,exemplar
143,6,12,peer
119,127,12,exemplar
