source,target,round,type
119,137,0,exemplar
8,137,0,peer
40,54,0,exemplar
97,54,0,peer
137,119,0,exemplar
82,119,0,peer
42,40,0,exemplar
44,40,0,peer
40,42,0,exemplar
6,42,0,peer
140,105,0,exemplar
16,105,0,peer
137,6,0,exemplar
44,6,0,peer
137,75,0,exemplar
52,75,0,peer
40,54,1,exemplar
44,54,1,peer
54,119,1,exemplar
59,119,1,peer
54,40,1,exemplar
57,40,1,peer
54,155,1,exemplar
154,155,1,peer
54,140,1,exemplar
9,140,1,peer
75,71,1,exemplar
41,71,1,peer
119,127,1,exemplar
119,127,1,peer
54,64,1,exemplar
54,64,1,peer
140,105,2,exemplar
130,105,2,peer
119,6,2,exemplar
21,6,2,peer
40,112,2,exemplar
95,112,2,peer
6,44,2,exemplar
137,44,2,peer
119,126,2,exemplar
137,126,2,peer
119,82,2,exemplar
57,82,2,peer
127,22,2,exemplar
141,22,2,peer
40,15,2,exemplar
143,15,2,peer
119,54,3,exemplar
43,54,3,peer
54,119,3,exemplar
57,119,3,peer
71,105,3,exemplar
24,105,3,peer
119,6,3,exemplar
44,6,3,peer
6,44,3,exemplar
8,44,3,peer
75,71,3,exemplar
63,71,3,peer
119,126,3,exemplar
12,126,3,peer
71,75,3,exemplar
110,75,3,peer
54,119,4,exemplar
57,119,4,peer
140,105,4,exemplar
128,105,4,peer
119,44,4,exemplar
20,44,4,peer
119,126,4,exemplar
154,126,4,peer
119,137,4,exemplar
119,137,4,peer
44,140,4,exemplar
44,140,4,peer
105,127,4,exemplar
59,127,4,peer
119,15,4,exemplar
137,15,4,peer
54,119,5,exemplar
43,119,5,peer
119,54,5,exemplar
143,54,5,peer
119,126,5,exemplar
144,126,5,peer
54,140,5,exemplar
9,140,5,peer
54,40,5,exemplar
181,40,5,peer
75,71,5,exemplar
80,71,5,peer
71,75,5,exemplar
80,75,5,peer
119,112,5,exemplar
99,112,5,peer
54,119,6,exemplar
143,119,6,peer
119,54,6,exemplar
21,54,6,peer
119,126,6,exemplar
154,126,6,peer
71,105,6,exemplar
60,105,6,peer
119,44,6,exemplar
40,44,6,peer
44,71,6,exemplar
155,71,6,peer
119,6,6,exemplar
147,6,6,peer
172,156,6,exemplar
101,156,6,peer
54,119,7,exemplar
82,119,7,peer
119,54,7,exemplar
40,54,7,peer
119,126,7,exemplar
89,126,7,peer
75,71,7,exemplar
81,71,7,peer
119,6,7,exemplar
8,6,7,peer
71,75,7,exemplar
66,75,7,peer
119,112,7,exemplar
113,112,7,peer
127,22,7,exemplar
48,22,7,peer
54,119,8,exemplar
44,119,8,peer
119,54,8,exemplar
143,54,8,peer
119,126,8,exemplar
137,126,8,peer
75,71,8,exemplar
63,71,8,peer
119,6,8,exemplar
42,6,8,peer
172,156,8,exemplar
187,156,8,peer
54,140,8,exemplar
29,140,8,peer
54,40,8,exemplar
20,40,8,peer
54,119,9,exemplar
59,119,9,peer
119,54,9,exemplar
119,54,9,peer
119,126,9,exemplar
117,126,9,peer
75,71,9,exemplar
137,71,9,peer
119,6,9,exemplar
8,6,9,peer
54,140,9,exemplar
147,140,9,peer
119,112,9,exemplar
40,112,9,peer
127,22,9,exemplar
143,22,9,peer
54,119,10,exemplar
6,119,10,peer
119,54,10,exemplar
53,54,10,peer
63,54,10,print
119,126,10,exemplar
137,126,10,peer
75,71,10,exemplar
80,71,10,peer
119,6,10,exemplar
11,6,10,peer
54,140,10,exemplar
8,140,10,peer
71,105,10,exemplar
181,105,10,peer
172,156,10,exemplar
153,156,10,peer
54,119,11,exemplar
53,119,11,peer
119,54,11,exemplar
140,54,11,peer
119,126,11,exemplar
66,126,11,peer
44,71,11,exemplar
44,71,11,peer
54,140,11,exemplar
44,140,11,peer
71,105,11,exemplar
100,105,11,peer
172,156,11,exemplar
145,156,11,peer
119,44,11,exemplar
8,44,11,peer
54,119,12,exemplar
82,119,12,peer
119,54,12,exemplar
57,54,12,peer
119,126,12,exemplar
119,126,12,peer
119,6,12,exemplar
2,6,12,peer
54,140,12,exemplar
29,140,12,peer
71,105,12,exemplar
127,105,12,peer
54,40,12,exemplar
100,40,12,peer
71,75,12,exemplar
132,75,12,peer
54,119,13,exemplar
54,119,13,peer
119,54,13,exemplar
44,54,13,peer
119,126,13,exemplar
154,126,13,peer
44,71,13,exemplar
80,71,13,peer
119,6,13,exemplar
143,6,13,peer
71,105,13,exemplar
64,105,13,peer
119,44,13,exemplar
54,44,13,peer
54,40,13,exemplar
15,40,13,peer
54,119,14,exemplar
53,119,14,peer
119,54,14,exemplar
21,54,14,peer
119,126,14,exemplar
194,126,14,peer
119,6,14,exemplar
8,6,14,peer
71,105,14,exemplar
99,105,14,peer
54,140,14,exemplar
137,140,14,peer
54,40,14,exemplar
129,40,14,peer
71,75,14,exemplar
66,75,14,peer
119,54,15,exemplar
57,54,15,peer
119,126,15,exemplar
117,126,15,peer
75,71,15,exemplar
75,71,15,peer
71,105,15,exemplar
57,105,15,peer
54,40,15,exemplar
138,40,15,peer
54,44,15,exemplar
9,44,15,peer
71,75,15,exemplar
109,75,15,peer
54,112,15,exemplar
143,112,15,peer
54,119,16,exemplar
44,119,16,peer
119,126,16,exemplar
119,126,16,peer
71,105,16,exemplar
100,105,16,peer
17,105,16,print
119,6,16,exemplar
139,6,16,peer
54,140,16,exemplar
44,140,16,peer
54,40,16,exemplar
112,40,16,peer
119,44,16,exemplar
4,44,16,peer
119,112,16,exemplar
110,112,16,peer
54,119,17,exemplar
21,119,17,peer
119,126,17,exemplar
117,126,17,peer
71,105,17,exemplar
50,105,17,peer
119,6,17,exemplar
40,6,17,peer
44,71,17,exemplar
155,71,17,peer
54,140,17,exemplar
127,140,17,peer
54,40,17,exemplar
4,40,17,peer
119,44,17,exemplar
6,44,17,peer
54,119,18,exemplar
44,119,18,peer
119,126,18,exemplar
144,126,18,peer
119,54,18,exemplar
99,54,18,peer
71,105,18,exemplar
181,105,18,peer
119,6,18,exemplar
155,6,18,peer
44,71,18,exemplar
155,71,18,peer
54,140,18,exemplar
44,140,18,peer
54,40,18,exemplar
44,40,18,peer
54,119,19,exemplar
82,119,19,peer
119,126,19,exemplar
154,126,19,peer
119,54,19,exemplar
99,54,19,peer
71,105,19,exemplar
16,105,19,peer
119,6,19,exemplar
8,6,19,peer
44,71,19,exemplar
155,71,19,peer
54,140,19,exemplar
129,140,19,peer
54,40,19,exemplar
41,40,19,peer
