source,target,round,type
143,121,0,exemplar
106,121,0,peer
148,192,0,exemplar
148,192,0,peer
47,192,0,print
37,87,0,exemplar
76,87,0,peer
40,87,0,print
88,61,0,exemplar
167,61,0,peer
87,37,0,exemplar
52,37,0,peer
155,143,0,exemplar
113,143,0,peer
197,174,0,exemplar
165,174,0,peer
162,174,0,print
39,11,0,exemplar
114,11,0,peer
87,80,1,exemplar
110,80,1,peer
143,190,1,exemplar
5,190,1,peer
121,17,1,exemplar
29,17,1,peer
139,58,1,exemplar
155,58,1,peer
87,37,1,exemplar
147,37,1,peer
143,112,1,exemplar
97,112,1,peer
101,14,1,exemplar
146,14,1,peer
11,12,1,exemplar
42,12,1,peer
139,6,2,exemplar
54,6,2,peer
156,153,2,exemplar
61,153,2,peer
143,22,2,exemplar
18,22,2,peer
153,61,2,exemplar
153,61,2,peer
6,82,2,exemplar
71,82,2,peer
112,113,2,exemplar
149,113,2,peer
128,113,2,print
143,1,2,exemplar
143,1,2,peer
153,156,2,exemplar
188,156,2,peer
22,55,3,exemplar
104,55,3,peer
122,118,3,exemplar
121,118,3,peer
118,122,3,exemplar
69,122,3,peer
156,26,3,exemplar
196,26,3,peer
58,62,3,exemplar
4,62,3,peer
12,2,3,exemplar
89,2,3,peer
143,190,3,exemplar
57,190,3,peer
143,137,3,exemplar
5,137,3,peer
153,61,4,exemplar
50,61,4,peer
87,202,4,exemplar
45,202,4,peer
22,48,4,exemplar
196,48,4,peer
113,48,4,print
37,175,4,exemplar
76,175,4,peer
192,124,4,exemplar
171,124,4,peer
87,90,4,exemplar
92,90,4,peer
175,137,4,exemplar
143,137,4,peer
156,128,4,exemplar
152,128,4,peer
61,50,5,exemplar
128,50,5,peer
90,45,5,exemplar
30,45,5,peer
50,61,5,exemplar
60,61,5,peer
156,19,5,exemplar
39,19,5,peer
137,144,5,exemplar
2,144,5,peer
139,42,5,exemplar
41,42,5,peer
137,2,5,exemplar
113,2,5,peer
50,90,5,exemplar
45,90,5,peer
156,27,6,exemplar
0,27,6,peer
143,133,6,exemplar
113,133,6,peer
143,22,6,exemplar
48,22,6,peer
26,25,6,exemplar
101,25,6,peer
137,143,6,exemplar
44,143,6,peer
42,40,6,exemplar
41,40,6,peer
143,1,6,exemplar
15,1,6,peer
61,16,6,exemplar
60,16,6,peer
22,55,7,exemplar
181,55,7,peer
156,164,7,exemplar
151,164,7,peer
83,164,7,print
45,134,7,exemplar
176,134,7,peer
110,78,7,exemplar
76,78,7,peer
26,25,7,exemplar
39,25,7,peer
137,110,7,exemplar
119,110,7,peer
156,19,7,exemplar
21,19,7,peer
22,141,7,exemplar
22,141,7,peer
144,89,8,exemplar
2,89,8,peer
19,136,8,exemplar
135,136,8,peer
45,134,8,exemplar
93,134,8,peer
2,58,8,exemplar
12,58,8,peer
137,144,8,exemplar
83,144,8,peer
174,144,8,print
22,189,8,exemplar
138,189,8,peer
78,204,8,exemplar
205,204,8,peer
55,104,8,exemplar
23,104,8,peer
143,22,9,exemplar
143,22,9,peer
137,147,9,exemplar
8,147,9,peer
143,121,9,exemplar
71,121,9,peer
61,160,9,exemplar
88,160,9,peer
141,86,9,exemplar
155,86,9,peer
19,136,9,exemplar
58,136,9,peer
61,165,9,exemplar
0,165,9,peer
26,25,9,exemplar
107,25,9,peer
143,112,10,exemplar
99,112,10,peer
139,33,10,exemplar
11,33,10,peer
71,33,10,print
2,72,10,exemplar
112,72,10,peer
48,166,10,exemplar
0,166,10,peer
121,166,10,print
48,22,10,exemplar
38,22,10,peer
22,48,10,exemplar
13,48,10,peer
112,99,10,exemplar
65,99,10,peer
143,185,10,exemplar
181,185,10,peer
143,95,11,exemplar
12,95,11,peer
174,122,11,exemplar
58,122,11,peer
45,122,11,print
143,80,11,exemplar
143,80,11,peer
134,45,11,exemplar
69,45,11,peer
143,185,11,exemplar
113,185,11,peer
168,156,11,exemplar
152,156,11,peer
137,143,11,exemplar
6,143,11,peer
22,55,11,exemplar
103,55,11,peer
147,138,12,exemplar
44,138,12,peer
143,95,12,exemplar
40,95,12,peer
112,40,12,exemplar
15,40,12,peer
147,207,12,exemplar
204,207,12,peer
144,37,12,exemplar
175,37,12,peer
37,144,12,exemplar
37,144,12,peer
55,96,12,exemplar
113,96,12,peer
66,96,12,print
156,128,12,exemplar
137,128,12,peer
139,33,13,exemplar
184,33,13,peer
22,55,13,exemplar
102,55,13,peer
19,136,13,exemplar
3,136,13,peer
156,19,13,exemplar
177,19,13,peer
144,37,13,exemplar
41,37,13,peer
144,43,13,exemplar
53,43,13,peer
156,128,13,exemplar
0,128,13,peer
19,177,13,exemplar
150,177,13,peer
143,113,14,exemplar
100,113,14,peer
174,68,14,exemplar
58,68,14,peer
19,136,14,exemplar
166,136,14,peer
143,2,14,exemplar
133,2,14,peer
190,123,14,exemplar
59,123,14,peer
134,93,14,exemplar
45,93,14,peer
134,131,14,exemplar
128,131,14,peer
147,42,14,exemplar
54,42,14,peer
12,42,14,print
134,45,15,exemplar
124,45,15,peer
143,149,15,exemplar
2,149,15,peer
143,22,15,exemplar
141,22,15,peer
128,130,15,exemplar
185,130,15,peer
20,130,15,print
134,93,15,exemplar
92,93,15,peer
143,44,15,exemplar
4,44,15,peer
61,160,15,exemplar
46,160,15,peer
37,87,15,exemplar
132,87,15,peer
2,41,16,exemplar
137,41,16,peer
139,33,16,exemplar
21,33,16,peer
19,116,16,exemplar
82,116,16,peer
33,174,16,exemplar
161,174,16,peer
22,104,16,exemplar
100,104,16,peer
22,141,16,exemplar
78,141,16,peer
143,106,16,exemplar
133,106,16,peer
116,106,16,print
143,2,16,exemplar
137,2,16,peer
143,194,17,exemplar
110,194,17,peer
112,208,17,exemplar
81,208,17,peer
144,117,17,exemplar
83,117,17,peer
61,160,17,exemplar
158,160,17,peer
2,139,17,exemplar
19,139,17,peer
112,178,17,exemplar
126,178,17,peer
174,122,17,exemplar
118,122,17,peer
147,66,17,exemplar
57,66,17,peer
139,42,18,exemplar
54,42,18,peer
42,64,18,exemplar
41,64,18,peer
143,15,18,exemplar
21,15,18,peer
137,143,18,exemplar
113,143,18,peer
191,143,18,print
2,95,18,exemplar
112,95,18,peer
80,203,18,exemplar
80,203,18,peer
22,35,18,exemplar
130,35,18,peer
2,144,18,exemplar
76,144,18,peer
143,22,19,exemplar
23,22,19,peer
143,66,19,exemplar
137,66,19,peer
112,208,19,exemplar
203,208,19,peer
143,20,19,exemplar
8,20,19,peer
128,156,19,exemplar
196,156,19,peer
48,94,19,exemplar
35,94,19,peer
22,183,19,exemplar
69,183,19,peer
22,55,19,exemplar
129,55,19,peer
184,55,19,print
